id_cidade;nm_cidade;uf
4144;Nova Esperança;PR
4145;Nova Esperança do Sudoeste;PR
4146;Nova Fátima;PR
4147;Nova Laranjeiras;PR
4148;Nova Londrina;PR
4149;Nova Olímpia;PR
4150;Nova Santa Bárbara;PR
4151;Nova Santa Rosa;PR
4152;Nova Prata do Iguaçu;PR
4153;Nova Tebas;PR
4154;Novo Itacolomi;PR
4155;Ortigueira;PR
4156;Ourizona;PR
4157;Ouro Verde do Oeste;PR
4158;Paiçandu;PR
4159;Palmas;PR
4160;Palmeira;PR
4161;Palmital;PR
4162;Palotina;PR
4163;Paraíso do Norte;PR
4164;Paranacity;PR
4165;Paranaguá;PR
4166;Paranapoema;PR
4167;Paranavaí;PR
4168;Pato Bragado;PR
4169;Pato Branco;PR
4170;Paula Freitas;PR
4171;Paulo Frontin;PR
4172;Peabiru;PR
4173;Perobal;PR
4174;Pérola;PR
4175;Pérola D'Oeste;PR
4176;Piên;PR
4177;Pinhais;PR
4178;Pinhalão;PR
4179;Pinhal de São Bento;PR
4180;Pinhão;PR
4181;Piraí do Sul;PR
4182;Piraquara;PR
4183;Pitanga;PR
4184;Pitangueiras;PR
4185;Planaltina do Paraná;PR
4186;Planalto;PR
4187;Ponta Grossa;PR
4188;Pontal do Paraná;PR
4189;Porecatu;PR
4190;Porto Amazonas;PR
4191;Porto Barreiro;PR
4192;Porto Rico;PR
4193;Porto Vitória;PR
4194;Prado Ferreira;PR
4195;Pranchita;PR
4196;Presidente Castelo Branco;PR
4197;Primeiro de Maio;PR
4198;Prudentópolis;PR
4199;Quarto Centenário;PR
4200;Quatiguá;PR
4201;Quatro Barras;PR
4202;Quatro Pontes;PR
4203;Quedas do Iguaçu;PR
4204;Querência do Norte;PR
4205;Quinta do Sol;PR
4206;Quitandinha;PR
4207;Ramilândia;PR
4208;Rancho Alegre;PR
4209;Rancho Alegre D'Oeste;PR
4210;Realeza;PR
4211;Rebouças;PR
4212;Renascença;PR
4213;Reserva;PR
4214;Reserva do Iguaçu;PR
4215;Ribeirão Claro;PR
4216;Ribeirão do Pinhal;PR
4217;Rio Azul;PR
4218;Rio Bom;PR
4219;Rio Bonito do Iguaçu;PR
4220;Rio Branco do Ivaí;PR
4221;Rio Branco do Sul;PR
4222;Rio Negro;PR
4223;Rolândia;PR
4224;Roncador;PR
4225;Rondon;PR
4226;Rosário do Ivaí;PR
4227;Sabáudia;PR
4228;Salgado Filho;PR
4229;Salto do Itararé;PR
4230;Salto do Lontra;PR
4231;Santa Amélia;PR
4232;Santa Cecília do Pavão;PR
4233;Santa Cruz de Monte Castelo;PR
4234;Santa Fé;PR
4235;Santa Helena;PR
4236;Santa Inês;PR
4237;Santa Isabel do Ivaí;PR
4238;Santa Izabel do Oeste;PR
4239;Santa Lúcia;PR
4240;Santa Maria do Oeste;PR
4241;Santa Mariana;PR
4242;Santa Mônica;PR
4243;Santana do Itararé;PR
4244;Santa Tereza do Oeste;PR
4245;Santa Terezinha de Itaipu;PR
4246;Santo Antônio da Platina;PR
4247;Santo Antônio do Caiuá;PR
4248;Santo Antônio do Paraíso;PR
4249;Santo Antônio do Sudoeste;PR
4250;Santo Inácio;PR
4251;São Carlos do Ivaí;PR
4252;São Jerônimo da Serra;PR
4253;São João;PR
4254;São João do Caiuá;PR
4255;São João do Ivaí;PR
4256;São João do Triunfo;PR
4257;São Jorge D'Oeste;PR
4258;São Jorge do Ivaí;PR
4259;São Jorge do Patrocínio;PR
4260;São José da Boa Vista;PR
4261;São José das Palmeiras;PR
4262;São José dos Pinhais;PR
4263;São Manoel do Paraná;PR
4264;São Mateus do Sul;PR
4265;São Miguel do Iguaçu;PR
4266;São Pedro do Iguaçu;PR
4267;São Pedro do Ivaí;PR
4268;São Pedro do Paraná;PR
4269;São Sebastião da Amoreira;PR
4270;São Tomé;PR
4271;Sapopema;PR
4272;Sarandi;PR
4273;Saudade do Iguaçu;PR
4274;Sengés;PR
4275;Serranópolis do Iguaçu;PR
4276;Sertaneja;PR
4277;Sertanópolis;PR
4278;Siqueira Campos;PR
4279;Sulina;PR
4280;Tamarana;PR
4281;Tamboara;PR
4282;Tapejara;PR
4283;Tapira;PR
4284;Teixeira Soares;PR
4285;Telêmaco Borba;PR
4286;Terra Boa;PR
4287;Terra Rica;PR
4288;Terra Roxa;PR
4289;Tibagi;PR
4290;Tijucas do Sul;PR
4291;Toledo;PR
4292;Tomazina;PR
4293;Três Barras do Paraná;PR
4294;Tunas do Paraná;PR
4295;Tuneiras do Oeste;PR
4296;Tupãssi;PR
4297;Turvo;PR
4298;Ubiratã;PR
4299;Umuarama;PR
4300;União da Vitória;PR
4301;Uniflor;PR
4302;Uraí;PR
4303;Wenceslau Braz;PR
4304;Ventania;PR
4305;Vera Cruz do Oeste;PR
4306;Verê;PR
4307;Alto Paraíso;PR
4308;Doutor Ulysses;PR
4309;Virmond;PR
4310;Vitorino;PR
4311;Xambrê;PR
